Time Latitude Longitude Altitude
2020-01-02T00:17:24.553 -0.3246557333742787 153.55510739584244 5996575.118065439

2020-01-02T00:18:25.075 -0.22176626026246113 154.12495677489775 6013865.080503768

2020-01-02T00:19:25.598 -0.11906186143642554 154.6929600538521 6024232.7750405315

2020-01-02T00:20:26.120 -0.01644810951757725 155.2600426078914 6027687.614451562

2020-01-02T00:21:26.643 0.0861689833302655 155.82712432399808 6024232.731335204

2020-01-02T00:22:27.165 0.1888834192816811 156.395125087588 6013864.993080577

2020-01-02T00:23:27.687 0.29178966889213986 156.96497026461097 5996574.98689938

2020-01-02T00:24:28.210 0.3949831303404325 157.53759626563408 5972346.974757499

2020-01-02T00:25:28.732 0.49856059900806066 158.11395626690887 5941158.817711423

2020-01-02T00:26:29.255 0.6026207527296132 158.69502616745208 5902981.868814812

2020-01-02T00:27:29.777 0.7072646583483518 159.28181088097614 5857780.833404288

2020-01-02T00:28:30.299 0.8125963056227934 159.87535105668533 5805513.59519606

2020-01-02T00:29:30.822 0.9187231750642036 160.4767303342133 5746131.006216302

2020-01-02T00:30:31.344 1.0257568469553071 161.08708327022873 5679576.638142752

2020-01-02T00:31:31.867 1.133813659626174 161.7076040659848 5605786.492141777

2020-01-02T00:32:32.389 1.2430154260647142 162.33955627621881 5524688.663734596

2020-01-02T00:33:32.911 1.3534902191443832 162.9842836923731 5436202.958606989

2020-01-02T00:34:33.434 1.4653732371907044 163.64322263102503 5340240.454574406

2020-01-02T00:35:33.956 1.5788077633177613 164.31791591869586 5236703.004114437

2020-01-02T00:36:34.479 1.6939462339867535 165.0100289097026 5125482.6709628

2020-01-02T00:37:35.001 1.8109514346159052 165.7213679478893 5006461.093218284

2020-01-02T00:38:35.523 1.9299978428514815 166.4539017906337 4879508.764193182

2020-01-02T00:39:36.046 2.0512731433364344 167.20978661980425 4744484.2208557045

2020-01-02T00:40:36.568 2.174979941520282 167.99139541792297 4601233.128112339

2020-01-02T00:41:37.091 2.301337708246338 168.8013526993717 4449587.245347781

2020-01-02T00:42:37.613 2.4305849914850426 169.64257583058452 4289363.259554544

2020-01-02T00:43:38.135 2.5629819365086903 170.51832451073446 4120361.4670316367

2020-01-02T00:44:38.658 2.6988131606989025 171.43226044398202 3942364.2830205765

2020-01-02T00:45:39.180 2.8383910334034295 172.38851981585478 3755134.555820119

2020-01-02T00:46:39.703 2.9820594136196905 173.39180198784908 3558413.6589941895

2020-01-02T00:47:40.225 3.130197896620632 174.4474789286236 3351919.3324948805

2020-01-02T00:48:40.747 3.283226611113249 175.56173138832403 3135343.2413135855

2020-01-02T00:49:41.270 3.441611584334241 176.7417199148833 2908348.219469288

2020-01-02T00:50:41.792 3.6058706416115927 177.99580177763676 2670565.1692173732

2020-01-02T00:51:42.315 3.7765797079598666 179.3338090772406 2421589.592928176

2020-01-02T00:52:42.837 3.9543791938263 -179.41518776421972 2160977.7527817474

2020-01-02T00:53:43.359 4.139979805376266 -177.87201726140947 1888242.4895209994

2020-01-02T00:54:43.882 4.334166492881607 -176.2023591543831 1602848.800871986

2020-01-02T00:55:44.404 4.537798096605391 -174.38550214594656 1304209.4099917237

2020-01-02T00:56:44.927 4.751798102517204 -172.39576777430702 991680.7947192702

2020-01-02T00:57:45.449 4.977127863087483 -170.2008670461273 664560.5946514056

2020-01-02T00:58:45.971 5.214725813152826 -167.75955130843147 322088.14966824686

2020-01-02T00:59:46.494 5.465380732803073 -165.01817740680835 -36548.48164574475

2020-01-02T01:00:47.016 5.729475570354166 -161.90555774381642 -412192.56544828706

2020-01-02T01:01:47.539 6.006471837849484 -158.32502193039957 -805673.1024469365

2020-01-02T01:02:48.061 6.2938589020032 -154.1418044771234 -1217707.9727912545

2020-01-02T01:03:48.583 6.584959895432685 -149.1623521952892 -1648702.312540014

2020-01-02T01:04:49.106 6.8641950758448305 -143.09927517248292 -2098326.0300542875

2020-01-02T01:05:49.628 7.096463185320624 -135.51044769859726 -2564608.098799135

2020-01-02T01:06:50.151 7.202569603127985 -125.69304336457895 -3041934.5371074444

2020-01-02T01:07:50.673 7.002687419111672 -112.51380804347247 -3516520.8675345653

2020-01-02T01:08:51.195 6.105358487976352 -94.24560257413131 -3956476.767135579

2020-01-02T01:09:51.718 3.8501554964537608 -69.00675764306006 -4294794.087902182

2020-01-02T01:10:52.240 0.016746008989386316 -37.48102336180286 -4427961.610918045

